scientific_name_regional,scientific_name,region_code,rlc,status,endemic,comments,use
Leptotes pirithous,Leptotes pirithous,MK,Unknown,M,,,y
Leptotes pirithous,Leptotes pirithous,MT,NRLA,P,,Quite common; breeds locally.,y
Leptotes pirithous,Leptotes pirithous,PL,LC/NE,I,,Occasional migrant,n
Leptotes pirithous,Leptotes pirithous,PT,NRLA,P,,,y
Leptotes pirithous,Leptotes pirithous,RO,NRLA,I,,Occasional migrant,n
Leptotes pirithous,Leptotes pirithous,RS,LC,M,,NT in 2003,y
Leptotes pirithous,Leptotes pirithous,RU,NRLA,P,,,y
Leptotes pirithous,Leptotes pirithous,SI,LC,P,,"Vagrant species, but breeding in warm parts of Slovenia",y
Leptotes pirithous,Leptotes pirithous,SK,NtA,I,,Rare migrant,n
Leptotes pirithous,Leptotes pirithous,UA,NE,I,,,n
Libythea celtis,Libythea celtis,AD,LC,M,,,y
Libythea celtis,Libythea celtis,AL,VU,P,,,y
Libythea celtis,Libythea celtis,AT,NE,P,,,y
Libythea celtis,Libythea celtis,BA,LC,P,,,y
Libythea celtis,Libythea celtis,BG,LC,P,,,y
Libythea celtis,Libythea celtis,CH,NT,P,,,y
Libythea celtis,Libythea celtis,CY,NRLA,P,,,y
Libythea celtis,Libythea celtis,ES,NE,P,,,y
Libythea celtis,Libythea celtis,EU27,LC,P,,,y
Libythea celtis,Libythea celtis,EUR,LC,P,,,y
Libythea celtis,Libythea celtis,FR,LC,P,,,y
Libythea celtis,Libythea celtis,GR,LC,P,,,y
Libythea celtis,Libythea celtis,HR,LC,P,,,y
Libythea celtis,Libythea celtis,HU,LC,P,,,y
Libythea celtis,Libythea celtis,IT,LC,P,,,y
Libythea celtis,Libythea celtis,ME,NRLA,P,,,y
Libythea celtis,Libythea celtis,MK,Unknown,P,,,y
Libythea celtis,Libythea celtis,MT,NRLA,A,,Erroneously listed by Tolman & Lewington (1997),n
Libythea celtis,Libythea celtis,PT,NRLA,P,,,y
Libythea celtis,Libythea celtis,RO,VU,P,,,y
Libythea celtis,Libythea celtis,RS,NT,P,,EN in 2003,y
Libythea celtis,Libythea celtis,RU,NRLA,P,,,y
Libythea celtis,Libythea celtis,SI,LC,P,,,y
Libythea celtis,Libythea celtis,SK,DD,P,,,y
Libythea celtis,Libythea celtis,UA,NT,P,,,y
Limenitis camilla,Limenitis camilla,AD,NT,P,,,y
Limenitis camilla,Limenitis camilla,AT,LC,P,,,y
Limenitis camilla,Limenitis camilla,BA,LC,P,,,y
Limenitis camilla,Limenitis camilla,BE,LC,P,,,y
Limenitis camilla,Limenitis camilla,BG,LC,P,,,y
Limenitis camilla,Limenitis camilla,BY,Unknown,P,,,y
Limenitis camilla,Limenitis camilla,CH,LC,P,,,y
Limenitis camilla,Limenitis camilla,CZ,NT,P,,,y
Limenitis camilla,Limenitis camilla,DE,NT,P,,,y
Limenitis camilla,Limenitis camilla,DK,NT,P,,,y
Limenitis camilla,Limenitis camilla,EE,LC,P,,,y
Limenitis camilla,Limenitis camilla,ES,NE,P,,,y
Limenitis camilla,Limenitis camilla,EU27,LC,P,,,y
Limenitis camilla,Limenitis camilla,EUR,LC,P,,,y
Limenitis camilla,Limenitis camilla,FI,NtA,P,,,y
Limenitis camilla,Limenitis camilla,FR,LC,P,,,y
Limenitis camilla,Limenitis camilla,GB,VU,P,,,y
Limenitis camilla,Limenitis camilla,GR,VU,P,,Status change from NT to VU; Legakis & Maragou 2009,y
Limenitis camilla,Limenitis camilla,HR,LC,P,,,y
Limenitis camilla,Limenitis camilla,HU,VU,P,,,y
Limenitis camilla,Limenitis camilla,IT,LC,P,,,y
Limenitis camilla,Limenitis camilla,LI,NRLA,P,,,y
Limenitis camilla,Limenitis camilla,LT,LC,P,,,y
Limenitis camilla,Limenitis camilla,LU,LC,P,,,y
Limenitis camilla,Limenitis camilla,LV,NRLA,P,,,y
Limenitis camilla,Limenitis camilla,MD,NRLA,P,,,y
Limenitis camilla,Limenitis camilla,ME,NRLA,P,,,y
Limenitis camilla,Limenitis camilla,MK,Unknown,P,,,y
Limenitis camilla,Limenitis camilla,NL,EN,P,,,y
Limenitis camilla,Limenitis camilla,PL,LC,P,,,y
Limenitis camilla,Limenitis camilla,PT,NRLA,P,,,y
Limenitis camilla,Limenitis camilla,RO,NT,P,,,y
Limenitis camilla,Limenitis camilla,RS,LC,P,,NT in 2003,y
Limenitis camilla,Limenitis camilla,RU,NRLA,P,,,y
Limenitis camilla,Limenitis camilla,SE,RE,I,,,n
Limenitis camilla,Limenitis camilla,SI,LC,P,,,y
Limenitis camilla,Limenitis camilla,SK,LC,P,,,y
Limenitis camilla,Limenitis camilla,UA,LC,P,,,y
Limenitis populi,Limenitis populi,AT,VU,P,,,y
Limenitis populi,Limenitis populi,BA,NT,P,,,y
Limenitis populi,Limenitis populi,BE,CR,P,,,y
Limenitis populi,Limenitis populi,BG,LC,P,,,y
Limenitis populi,Limenitis populi,BY,Unknown,P,,,y
Limenitis populi,Limenitis populi,CH,VU,P,,,y
Limenitis populi,Limenitis populi,CZ,VU,P,,,y
Limenitis populi,Limenitis populi,DE,EN,P,,,y
Limenitis populi,Limenitis populi,DK,RE,Ex,,,y
Limenitis populi,Limenitis populi,EE,LC,P,,,y
Limenitis populi,Limenitis populi,EU27,NT,P,,,y
Limenitis populi,Limenitis populi,EUR,LC,P,,,y
Limenitis populi,Limenitis populi,FI,LC,P,,,y
Limenitis populi,Limenitis populi,FR,NT,P,,,y
Limenitis populi,Limenitis populi,GR,VU,P,,Status change from LC to VU; Legakis & Maragou 2009,y
Limenitis populi,Limenitis populi,HR,NT,P,,,y
Limenitis populi,Limenitis populi,HU,CR,P,,,y
Limenitis populi,Limenitis populi,IT,LC,P,,,y
Limenitis populi,Limenitis populi,LI,NRLA,A,,Added by Ulrich Hiermann; one record in 1923,n
Limenitis populi,Limenitis populi,LT,LC,P,,,y
Limenitis populi,Limenitis populi,LU,EN,P,,,y
Limenitis populi,Limenitis populi,LV,NRLA,P,,,y
Limenitis populi,Limenitis populi,ME,NRLA,P,,,y
Limenitis populi,Limenitis populi,MK,NT,P,,,y
Limenitis populi,Limenitis populi,NL,RE,Ex,,,y
Limenitis populi,Limenitis populi,NO,LC,P,,,y
Limenitis populi,Limenitis populi,PL,VU,P,,Changed from LC to VU,y
Limenitis populi,Limenitis populi,RO,VU,P,,,y
Limenitis populi,Limenitis populi,RS,NT,P,,EN in 2003,y
Limenitis populi,Limenitis populi,RU,NRLA,P,,,y
Limenitis populi,Limenitis populi,SE,LC,P,,,y
Limenitis populi,Limenitis populi,SI,LC,P,,,y
Limenitis populi,Limenitis populi,SK,VU,P,,,y
Limenitis populi,Limenitis populi,UA,VU,P,,,y
Limenitis reducta,Limenitis reducta,AD,NT,P,,,y
Limenitis reducta,Limenitis reducta,AL,VU,P,,,y
Limenitis reducta,Limenitis reducta,AT,EN,P,,,y
Limenitis reducta,Limenitis reducta,BA,LC,P,,,y
Limenitis reducta,Limenitis reducta,BG,LC,P,,,y
Limenitis reducta,Limenitis reducta,CH,EN,P,,,y
Limenitis reducta,Limenitis reducta,CY,NRLA,P,,,y
Limenitis reducta,Limenitis reducta,CZ,RE,Ex,,,y
Limenitis reducta,Limenitis reducta,DE,CR,P,,,y
Limenitis reducta,Limenitis reducta,ES,NE,P,,,y
Limenitis reducta,Limenitis reducta,EU27,LC,P,,,y
Limenitis reducta,Limenitis reducta,EUR,LC,P,,,y
Limenitis reducta,Limenitis reducta,FR,LC,P,,,y
Limenitis reducta,Limenitis reducta,GR,LC,P,,,y
Limenitis reducta,Limenitis reducta,HR,LC,P,,,y
Limenitis reducta,Limenitis reducta,HU,EN,P,,,y
Limenitis reducta,Limenitis reducta,IT,LC,P,,,y
Limenitis reducta,Limenitis reducta,LU,NtA,A,,,n
Limenitis reducta,Limenitis reducta,MD,NRLA,P?,,Addition Rudi Verovnik: needs checking,n
Limenitis reducta,Limenitis reducta,ME,NRLA,P,,,y
Limenitis reducta,Limenitis reducta,MK,Unknown,P,,,y
Limenitis reducta,Limenitis reducta,PT,NRLA,P,,,y
Limenitis reducta,Limenitis reducta,RO,VU,P,,,y
Limenitis reducta,Limenitis reducta,RS,LC,P,,NT in 2003,y
Limenitis reducta,Limenitis reducta,RU,NRLA,P,,,y
Limenitis reducta,Limenitis reducta,SI,LC,P,,,y
Limenitis reducta,Limenitis reducta,SK,DD,P,,,y
Limenitis minor,Limenitis reducta,UA,DD,P,,,y
Lopinga achine,Lopinga achine,AT,EN,P,,,y
Lopinga achine,Lopinga achine,BA,RE,Ex,,,y
Lopinga achine,Lopinga achine,BE,RE,Ex,,,y
Lopinga achine,Lopinga achine,BG,DD,P,,,y
Lopinga achine,Lopinga achine,BY,VU,P,,Red List Category added by Anatolij Kulak,y
Lopinga achine,Lopinga achine,CH,EN,P,,,y
Lopinga achine,Lopinga achine,CZ,CR,P,,,y
Lopinga achine,Lopinga achine,DE,EN,P,,,y
Lopinga achine,Lopinga achine,EE,LC,P,,,y
Lopinga achine,Lopinga achine,ES,VU,P,,,y
Lopinga achine,Lopinga achine,EU27,VU,P,,,y
Lopinga achine,Lopinga achine,EUR,VU,P,,,y
Lopinga achine,Lopinga achine,FI,VU,P,,,y
Lopinga achine,Lopinga achine,FR,NT,P,,,y
Lopinga achine,Lopinga achine,HR,NT,P,,,y
Lopinga achine,Lopinga achine,HU,EN,P,,,y
Lasiommata achine,Lopinga achine,IT,NT,P,,,y
Lopinga achine,Lopinga achine,LT,LC,P,,,y
Lopinga achine,Lopinga achine,LU,NtA,I,,,n
Lopinga achine,Lopinga achine,LV,NRLA,P,,,y
Lopinga achine,Lopinga achine,MD,NRLA,P?,,Addition Rudi Verovnik: needs checking,n
Lopinga achine,Lopinga achine,NL,NE,I,,van Swaay et al. (in prep.),n
Lopinga achine,Lopinga achine,PL,VU,P,,Changed from EN to VU,y
Lopinga achine,Lopinga achine,RO,VU,P,,,y
Lopinga achine,Lopinga achine,RS,CR,P,,NT in 2003; Possibly extinct,y
Lopinga achine,Lopinga achine,RU,NRLA,P,,,y
Lopinga achine,Lopinga achine,SE,NT,P,,,y
Lopinga achine,Lopinga achine,SI,LC,P,,,y
Lopinga achine,Lopinga achine,SK,EN,P,,,y
Lopinga achine,Lopinga achine,UA,VU,P,,,y
Chilades galba,Luthrodes galba,CY,NRLA,P,,,y
Chilades galba,Luthrodes galba,EU27,NtA,P,,,n
Chilades galba,Luthrodes galba,EUR,NtA,P,,,n
Lycaena alciphron,Lycaena alciphron,AD,NT,P,,,y
Lycaena alciphron,Lycaena alciphron,AL,Unknown,P,,,y
Lycaena alciphron,Lycaena alciphron,AT,EN,P,,,y
Lycaena alciphron,Lycaena alciphron,BA,LC,P,,,y
Lycaena alciphron,Lycaena alciphron,BG,LC,P,,,y
Lycaena alciphron,Lycaena alciphron,BY,Unknown,P,,,y
Lycaena alciphron,Lycaena alciphron,CH,VU,P,,,y
Lycaena alciphron,Lycaena alciphron,CZ,VU,P,,,y
Lycaena alciphron,Lycaena alciphron,DE,EN,P,,,y
Lycaena alciphron,Lycaena alciphron,DK,NtA,I,,Occasional migrant,n
Lycaena alciphron,Lycaena alciphron,EE,LC,P,,,y
Lycaena alciphron,Lycaena alciphron,ES,NE,P,,,y
Lycaena alciphron,Lycaena alciphron,EU27,NT,P,,,y
Lycaena alciphron,Lycaena alciphron,EUR,LC,P,,,y
Lycaena alciphron,Lycaena alciphron,FR,LC,P,,,y
Lycaena alciphron,Lycaena alciphron,GR,LC,P,,,y
Lycaena alciphron,Lycaena alciphron,HR,LC,P,,,y
Lycaena alciphron,Lycaena alciphron,HU,NT,P,,,y
Lycaena alciphron,Lycaena alciphron,IT,LC,P,,,y
Lycaena alciphron,Lycaena alciphron,LI,NRLA,A,,Deleted by Ulrich Hiermann,n
Lycaena alciphron,Lycaena alciphron,LT,LC,P,,LC or NT on new Red List in prep,y
Lycaena alciphron,Lycaena alciphron,LU,NtA,A,,,n
Lycaena alciphron,Lycaena alciphron,LV,NRLA,P,,,y
Lycaena alciphron,Lycaena alciphron,MD,NRLA,P,,Addition Rudi Verovnik,y
Lycaena alciphron,Lycaena alciphron,ME,NRLA,P,,,y
Lycaena alciphron,Lycaena alciphron,MK,Unknown,P,,,y
Lycaena alciphron,Lycaena alciphron,PL,LC,P,,,y
Lycaena alciphron,Lycaena alciphron,PT,NRLA,P,,,y
Lycaena alciphron,Lycaena alciphron,RO,VU,P,,,y
Lycaena alciphron,Lycaena alciphron,RS,LC,P,,,y
Lycaena alciphron,Lycaena alciphron,RU,NRLA,P,,,y
Lycaena alciphron,Lycaena alciphron,SI,VU,P,,,y
Lycaena alciphron,Lycaena alciphron,SK,VU,P,,,y
Lycaena alciphron,Lycaena alciphron,UA,NT,P,,,y
Lycaena bleusei,Lycaena bleusei,ES,NE,P,,,y
Lycaena bleusei,Lycaena bleusei,EU27,LC,P,EU27,,y
Lycaena bleusei,Lycaena bleusei,EUR,LC,P,EUR,,y
Lycaena bleusei,Lycaena bleusei,PT,NRLA,P,,,y
Lycaena candens,Lycaena candens,AL,VU,P,,,y
Lycaena candens,Lycaena candens,BA,LC,P,,,y
Lycaena candens,Lycaena candens,BG,LC,P,,,y
Lycaena candens,Lycaena candens,EU27,LC,P,,,y
Lycaena candens,Lycaena candens,EUR,LC,P,,,y
Lycaena candens,Lycaena candens,GR,LC,P,,,y
Lycaena candens,Lycaena candens,HR,LC,P,,,y
Lycaena candens,Lycaena candens,ME,NRLA,P,,,y
Lycaena candens,Lycaena candens,MK,Unknown,P,,,y
Lycaena candens,Lycaena candens,RO,DD,A,,Not present acording to Vlad Dincă,n
Lycaena candens,Lycaena candens,RS,LC,P,,DD in 2003,y
Lycaena dimorpha,Lycaena dimorpha,EUR,NRLA,P,,,
Lycaena dimorpha,Lycaena dimorpha,RU,NRLA,P,,Wiemers et al. (2018),y
Lycaena dispar,Lycaena dispar,AL,VU,P,,,y
Lycaena dispar,Lycaena dispar,AT,LC,P,,,y
Lycaena dispar,Lycaena dispar,BA,NT,P,,,y
Lycaena dispar,Lycaena dispar,BE,LC,P,,,y
Lycaena dispar,Lycaena dispar,BG,LC,P,,,y
Lycaena dispar,Lycaena dispar,BY,LC,P,,Red List Category added by Anatolij Kulak,y
Lycaena dispar,Lycaena dispar,CH,VU,P,,,y
Lycaena dispar,Lycaena dispar,CZ,NE,P,,,y
Lycaena dispar,Lycaena dispar,DE,VU,P,,,y
Lycaena dispar,Lycaena dispar,DK,RE,Ex,,,y
Lycaena dispar,Lycaena dispar,EE,LC,P,,,y
Lycaena dispar,Lycaena dispar,EU27,LC,P,,,y
Lycaena dispar,Lycaena dispar,EUR,LC,P,,,y
Lycaena dispar,Lycaena dispar,FI,NT,P,,,y
Lycaena dispar,Lycaena dispar,FR,LC,P,,,y
Lycaena dispar,Lycaena dispar,GB,RE,Ex,,,y
Lycaena dispar,Lycaena dispar,GR,VU,P,,Legakis & Maragou 2009,y
Lycaena dispar,Lycaena dispar,HR,NT,P,,,y
Lycaena dispar,Lycaena dispar,HU,LC,P,,,y
Lycaena dispar,Lycaena dispar,IT,LC,P,,,y
Lycaena dispar,Lycaena dispar,LT,NT,P,,,y
Lycaena dispar,Lycaena dispar,LU,LC,P,,,y
Lycaena dispar,Lycaena dispar,LV,NRLA,P,,,y
Lycaena dispar,Lycaena dispar,MD,NRLA,P,,,y
Lycaena dispar,Lycaena dispar,ME,NRLA,P,,,y
Lycaena dispar,Lycaena dispar,MK,VU,P,,,y
Lycaena dispar,Lycaena dispar,NL,CR,P,,,y
Lycaena dispar,Lycaena dispar,PL,LC,P,,,y
Lycaena dispar,Lycaena dispar,RO,VU,P,,,y
Lycaena dispar,Lycaena dispar,RS,LC,P,,VU in 2003,y
Lycaena dispar,Lycaena dispar,RU,NRLA,P,,,y
Lycaena dispar,Lycaena dispar,SI,VU,P,,,y
Lycaena dispar,Lycaena dispar,SK,LC,P,,,y
Lycaena dispar,Lycaena dispar,UA,LC,P,,,y
Lycaena helle,Lycaena helle,AD,Unknown,P,,Ubach & Sylvestre (2015),y
Lycaena helle,Lycaena helle,AT,CR,P,,,y
Lycaena helle,Lycaena helle,BE,VU,P,,,y
Lycaena helle,Lycaena helle,BG,EN,P,,,y
Lycaena helle,Lycaena helle,BY,VU,P,,Red List Category changed by Anatolij Kulak from EN to VU,y
Lycaena helle,Lycaena helle,CH,VU,P,,,y
Lycaena helle,Lycaena helle,CZ,CR,P,,,y
Lycaena helle,Lycaena helle,DE,EN,P,,,y
Lycaena helle,Lycaena helle,EE,NtA,A,,Only one very old record,n
Lycaena helle,Lycaena helle,ES,EN,P,,,y
Lycaena helle,Lycaena helle,EU27,LC,P,,,y
Lycaena helle,Lycaena helle,EUR,EN,P,,,y
Lycaena helle,Lycaena helle,FI,EN,P,,,y
Lycaena helle,Lycaena helle,FR,NT,P,,,y
Lycaena helle,Lycaena helle,HU,NRLA,A,,Comment Rudi Verovnik: no valid record?,n
Lycaena helle,Lycaena helle,IT,RE,Ex,,,y
Lycaena helle,Lycaena helle,LT,EN,P,,,y
Lycaena helle,Lycaena helle,LU,NT,P,,,y
Lycaena helle,Lycaena helle,NO,VU,P,,,y
Lycaena helle,Lycaena helle,PL,VU,P,,,y
Lycaena helle,Lycaena helle,RO,CR,P,,,y
Lycaena helle,Lycaena helle,RS,CR,P,,Unknown in 2003,y
Lycaena helle,Lycaena helle,RU,NRLA,P,,,y
Lycaena helle,Lycaena helle,SE,EN,P,,,y
Lycaena helle,Lycaena helle,SK,RE,Ex,,,y
Lycaena helle,Lycaena helle,UA,VU,P,,,y
Lycaena hippothoe,Lycaena hippothoe,AD,NT,P,,,y
Lycaena hippothoe,Lycaena hippothoe,AT,NT,P,,,y
Lycaena hippothoe,Lycaena hippothoe,BA,LC,P,,,y
Lycaena hippothoe,Lycaena hippothoe,BE,VU,P,,,y
Lycaena hippothoe,Lycaena hippothoe,BY,Unknown,P,,,y
Lycaena hippothoe,Lycaena hippothoe,CH,LC,P,,,y
Lycaena hippothoe,Lycaena hippothoe,CZ,NT,P,,,y
Lycaena hippothoe,Lycaena hippothoe,DE,VU,P,,,y
Lycaena hippothoe,Lycaena hippothoe,DK,VU,P,,,y
Lycaena hippothoe,Lycaena hippothoe,EE,LC,P,,,y
Lycaena hippothoe,Lycaena hippothoe,ES,NE,P,,,y
Lycaena hippothoe,Lycaena hippothoe,EU27,NT,P,,,y
Lycaena hippothoe,Lycaena hippothoe,EUR,LC,P,,,y
Lycaena hippothoe,Lycaena hippothoe,FI,NT,P,,,y
Lycaena hippothoe,Lycaena hippothoe,FR,LC,P,,,y
Lycaena hippothoe,Lycaena hippothoe,HR,NT,P,,,y
Lycaena hippothoe,Lycaena hippothoe,HU,EN,P,,,y
Lycaena eurydame,Lycaena hippothoe,IT,LC,P,,,y
Lycaena hippothoe,Lycaena hippothoe,IT,LC,P,,,y
Lycaena italica,Lycaena hippothoe,IT,LC,P,,,y
Lycaena hippothoe,Lycaena hippothoe,LI,NRLA,P,,,y
Lycaena hippothoe,Lycaena hippothoe,LT,LC,P,,,y
Lycaena hippothoe,Lycaena hippothoe,LU,CR,P,,,y
Lycaena hippothoe,Lycaena hippothoe,LV,NRLA,P,,,y
Lycaena hippothoe,Lycaena hippothoe,NL,RE,Ex,,,y
Lycaena hippothoe,Lycaena hippothoe,NO,LC,P,,,y
Lycaena hippothoe,Lycaena hippothoe,PL,NT,P,,Changed from LC to NT,y
Lycaena hippothoe,Lycaena hippothoe,RO,VU,P,,,y
Lycaena hippothoe,Lycaena hippothoe,RS,DD,P,,LC in 2003,y
Lycaena hippothoe,Lycaena hippothoe,RU,NRLA,P,,,y
Lycaena hippothoe,Lycaena hippothoe,SE,NT,P,,,y
Lycaena hippothoe,Lycaena hippothoe,SI,VU,P,,,y
Lycaena hippothoe,Lycaena hippothoe,SK,LC,P,,,y
Lycaena hippothoe,Lycaena hippothoe,UA,NT,P,,,y
Lycaena ottomanus,Lycaena ottomana,AL,VU,P,,,y
Lycaena ottomanus,Lycaena ottomana,BA,NT,P,,,y
Lycaena ottomanus,Lycaena ottomana,BG,LC,P,,,y
Lycaena ottomana,Lycaena ottomana,EU27,LC,P,,,y
Lycaena ottomana,Lycaena ottomana,EUR,LC,P,,,y
Lycaena ottomanus,Lycaena ottomana,GR,NT,P,,,y
Lycaena ottomana,Lycaena ottomana,HR,VU,P,,,y
Lycaena ottomanus,Lycaena ottomana,HU,NRLA,A,,Comment Rudi Verovnik: wrong record,n
Lycaena ottomana,Lycaena ottomana,ME,NRLA,P,,,y
Lycaena ottomana,Lycaena ottomana,MK,VU,A,,"Schaider & Jakšić (1989), absent according to Rudi Verovnik",n
Lycaena phlaeas,Lycaena phlaeas,AD,LC,P,,,y
Lycaena phlaeas,Lycaena phlaeas,AL,Unknown,P,,,y
Lycaena phlaeas,Lycaena phlaeas,AT,LC,P,,,y
Lycaena phlaeas,Lycaena phlaeas,BA,LC,P,,,y
Lycaena phlaeas,Lycaena phlaeas,BE,LC,P,,,y
Lycaena phlaeas,Lycaena phlaeas,BG,LC,P,,,y
Lycaena phlaeas,Lycaena phlaeas,BY,Unknown,P,,,y
Lycaena phlaeas,Lycaena phlaeas,CH,LC,P,,,y
Lycaena phlaeas,Lycaena phlaeas,CY,NRLA,P,,,y
Lycaena phlaeas,Lycaena phlaeas,CZ,NE,P,,,y
Lycaena phlaeas,Lycaena phlaeas,DE,LC,P,,,y
Lycaena phlaeas,Lycaena phlaeas,DK,LC,P,,,y
Lycaena phlaeas,Lycaena phlaeas,EE,LC,P,,,y
Lycaena phlaeas,Lycaena phlaeas,ES,NE,P,,,y
Lycaena phlaeas,Lycaena phlaeas,EU27,LC,P,,,y
Lycaena phlaeas,Lycaena phlaeas,EUR,LC,P,,,y
Lycaena phlaeas,Lycaena phlaeas,FI,LC,P,,,y
Lycaena phlaeas,Lycaena phlaeas,FR,LC,P,,,y
Lycaena phlaeas,Lycaena phlaeas,GB,LC,P,,,y
Lycaena phlaeas,Lycaena phlaeas,GR,LC,P,,,y
Lycaena phlaeas,Lycaena phlaeas,HR,LC,P,,,y
Lycaena phlaeas,Lycaena phlaeas,HU,LC,P,,,y
Lycaena phlaeas,Lycaena phlaeas,IE,LC,P,,,y
Lycaena phlaeas,Lycaena phlaeas,IT,LC,P,,,y
Lycaena phlaeas,Lycaena phlaeas,LI,NRLA,A,,Deleted by Ulrich Hiermann,n
Lycaena phlaeas,Lycaena phlaeas,LT,LC,P,,,y
Lycaena phlaeas,Lycaena phlaeas,LU,LC,P,,,y
Lycaena phlaeas,Lycaena phlaeas,LV,NRLA,P,,,y
Lycaena phlaeas,Lycaena phlaeas,MA_CA,NRLA,P,,,y
Lycaena phlaeas,Lycaena phlaeas,MA_CA_El Hierro,NRLA,P,,,
Lycaena phlaeas,Lycaena phlaeas,MA_CA_Fuerteventura,NRLA,P,,,
Lycaena phlaeas,Lycaena phlaeas,MA_CA_Gran Canaria,NRLA,P,,,
Lycaena phlaeas,Lycaena phlaeas,MA_CA_La Gomera,NRLA,P,,,
Lycaena phlaeas,Lycaena phlaeas,MA_CA_La Palma,NRLA,P,,,
Lycaena phlaeas,Lycaena phlaeas,MA_CA_Lanzarote,NRLA,P,,,
Lycaena phlaeas,Lycaena phlaeas,MA_CA_Tenerife,NRLA,P,,,
Lycaena phlaeas,Lycaena phlaeas,MA_MA,NRLA,P,,,y
Lycaena phlaeas,Lycaena phlaeas,MA_MA_Madeira,NRLA,P,,,
Lycaena phlaeas,Lycaena phlaeas,MA_MA_Porto Santo,NRLA,P,,,
Lycaena phlaeas,Lycaena phlaeas,MD,NRLA,P,,,y
Lycaena phlaeas,Lycaena phlaeas,ME,NRLA,P,,,y
Lycaena phlaeas,Lycaena phlaeas,MK,Unknown,P,,,y
Lycaena phlaeas,Lycaena phlaeas,MT,NRLA,P,,Very rare,y
Lycaena phlaeas,Lycaena phlaeas,NL,LC,P,,,y
Lycaena phlaeas,Lycaena phlaeas,NO,LC,P,,,y
Lycaena phlaeas,Lycaena phlaeas,PL,LC,P,,,y
Lycaena phlaeas,Lycaena phlaeas,PT,NRLA,P,,,y
Lycaena phlaeas,Lycaena phlaeas,RO,LC,P,,,y
Lycaena phlaeas,Lycaena phlaeas,RS,LC,P,,,y
Lycaena phlaeas,Lycaena phlaeas,RU,NRLA,P,,,y
Lycaena phlaeas,Lycaena phlaeas,SE,LC,P,,,y
Lycaena phlaeas,Lycaena phlaeas,SI,LC,P,,,y
Lycaena phlaeas,Lycaena phlaeas,SK,LC,P,,,y
Lycaena phlaeas,Lycaena phlaeas,UA,LC,P,,,y
Lycaena thersamon,Lycaena thersamon,AL,Unknown,P,,,y
Lycaena thersamon,Lycaena thersamon,AT,RE,Ex,,,y
Lycaena thersamon,Lycaena thersamon,BA,LC,P,,,y
Lycaena thersamon,Lycaena thersamon,BG,LC,P,,,y
Lycaena thersamon,Lycaena thersamon,CY,NRLA,P,,,y
Lycaena thersamon,Lycaena thersamon,CZ,RE,Ex,,,y
Lycaena thersamon,Lycaena thersamon,EU27,LC,P,,,y
Lycaena thersamon,Lycaena thersamon,EUR,LC,P,,,y
Lycaena thersamon,Lycaena thersamon,GR,LC,P,,,y
Lycaena thersamon,Lycaena thersamon,HR,DD,P,,,y
Lycaena thersamon,Lycaena thersamon,HU,LC,P,,,y
Lycaena thersamon,Lycaena thersamon,IT,LC,P,,,y
Lycaena thersamon,Lycaena thersamon,MD,NRLA,P,,Addition Rudi Verovnik,y
Lycaena thersamon,Lycaena thersamon,ME,NRLA,P,,,y
Lycaena thersamon,Lycaena thersamon,MK,Unknown,P,,,y
Lycaena thersamon,Lycaena thersamon,RO,VU,P,,,y
Lycaena thersamon,Lycaena thersamon,RS,LC,P,,NT in 2003,y
Lycaena thersamon,Lycaena thersamon,RU,NRLA,P,,,y
Lycaena thersamon,Lycaena thersamon,SK,EN,P,,,y
Lycaena thersamon,Lycaena thersamon,UA,LC,P,,,y
Lycaena thetis,Lycaena thetis,EU27,NtA,P,,,n
Lycaena thetis,Lycaena thetis,EUR,NtA,P,,,n
Lycaena thetis,Lycaena thetis,GR,NT,P,,,y
Lycaena thetis,Lycaena thetis,MK,Unknown,A,,Comment Rudi Verovnik: wrong record,n
Lycaena tityrus,Lycaena tityrus,AD,LC,P,,,y
Lycaena tityrus,Lycaena tityrus,AL,Unknown,P,,,y
Lycaena tityrus,Lycaena tityrus,AT,LC,P,,,y
Lycaena tityrus,Lycaena tityrus,BA,LC,P,,,y
Lycaena tityrus,Lycaena tityrus,BE,LC,P,,,y
Lycaena tityrus,Lycaena tityrus,BG,LC,P,,,y
Lycaena tityrus,Lycaena tityrus,BY,Unknown,P,,,y
Lycaena tityrus,Lycaena tityrus,CH,LC,P,,,y
Lycaena tityrus,Lycaena tityrus,CZ,NE,P,,,y
Lycaena tityrus,Lycaena tityrus,DE,LC,P,,,y
Lycaena tityrus,Lycaena tityrus,DK,VU,P,,,y
Lycaena tityrus,Lycaena tityrus,EE,LC,P,,,y
Lycaena tityrus,Lycaena tityrus,ES,NE,P,,,y
Lycaena tityrus,Lycaena tityrus,EU27,LC,P,,,y
Lycaena tityrus,Lycaena tityrus,EUR,LC,P,,,y
Lycaena tityrus,Lycaena tityrus,FI,NtA,I,,Recent newcomer,n
Lycaena tityrus,Lycaena tityrus,FR,LC,P,,,y
Lycaena tityrus,Lycaena tityrus,GR,LC,P,,,y
Lycaena tityrus,Lycaena tityrus,HR,LC,P,,,y
Lycaena tityrus,Lycaena tityrus,HU,LC,P,,,y
Lycaena subalpina,Lycaena tityrus,IT,LC,P,,,y
Lycaena tityrus,Lycaena tityrus,IT,LC,P,,,y
Lycaena tityrus,Lycaena tityrus,LI,NRLA,P,,,y
